title,title_Link,answer,time,回答者,f_light,ml_10
为什么爬山虎到了秋天变红了？,http://zhidao.baidu.com/question/215382818.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：因为它里面有液泡、液泡里面的花青素是红色的 爬山虎（japanese creeper）又称爬墙虎、地锦、飞天蜈蚣、假葡萄藤、捆石龙、枫藤、小虫儿卧草、红丝草、红葛、趴山虎、红葡萄藤。爬山虎，也称“巴山虎”“常青藤”，葡萄科植物。夏季开花，花小，黄绿...,2017-11-23,naAutumn,4个回答,59
爬山虎是不是落叶藤本植物,http://zhidao.baidu.com/question/306436867801892724.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：资料： 爬山虎，又称捆石龙、枫藤、小虫儿卧草、红丝草、红葛、趴山虎、红葡萄藤、巴山虎，葡萄科地锦属植物，多年生大型落叶木质藤本植物。夏季开花，花小，黄绿色，浆果紫黑色。常见攀缘在墙壁岩石上。爬山虎的根茎可入药，破瘀血、消肿毒；果...,2017-10-30,胡乙司觅,2个回答,3
爬山虎的生活习性,http://zhidao.baidu.com/question/1949192055330296348.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎适应性强，性喜阴湿环境，但不怕强光，耐寒，耐旱，耐贫瘠，气候适应性广泛，在暖温带以南冬季也可以保持半常绿或常绿状态。耐修剪，怕积水，对土壤要求不严，阴湿环境或向阳处，均能茁壮生长，但在阴湿、肥沃的土壤中生长最佳。它对二氧...,2016-05-09,星语TY354,1个回答,12
爬山虎能种在盆里吗?,http://zhidao.baidu.com/question/8762477.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：我家住在顶楼,夏天很是炎热,想种种遮阴的植物.不知种什么的最好?我想在...,2017-10-08,冷小月9,3个回答,14
拔了一段三十公分长的爬山虎藤条，已经发芽了，回...,http://zhidao.baidu.com/question/415559606.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：本来是在地下的枝蔓，拔的太匆忙，根都断了……或许就没有根，想培育出根...,2016-02-21,xmsc2010,3个回答,8
关于爬山虎的资料有哪些？,http://zhidao.baidu.com/question/750463824542360012.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎（Parthenocissus tricuspidata）又称捆石龙、枫藤、小虫儿卧草、红丝草、红葛、趴山虎、红葡萄藤、巴山虎，葡萄科植物。 植物形态： 1、大型落叶木质藤本植物，其形态与野葡萄藤相似。藤茎可长达18公尺(约60尺)。夏季开花，花小，成簇不...,2017-12-18,moon河漾琴心,1个回答,28
用一句话介绍“爬山虎的脚的样子”,http://zhidao.baidu.com/question/1930522339917733947.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎的脚像蜗牛的触角，触着墙的时候，细丝的头上变成小圆片，细丝是嫩红色的。 爬山虎是多种植物的别称。捆石龙、枫藤、小虫儿卧草、红丝草、红葛、趴山虎、红葡萄藤、巴山虎，葡萄科植物。夏季开花，花小，呈黄绿色，浆果紫黑色。 常见攀缘...,2018-01-15,胡小潘pan,2个回答,4
爬山虎的生活环境是什么？,http://zhidao.baidu.com/question/589038000596219845.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎适应性强，性喜阴湿环境，但不怕强光，耐寒，耐旱，耐贫瘠，气候适应性广泛，在暖温带以南冬季也可以保持半常绿或常绿状态。耐修剪，怕积水，对土壤要求不严，阴湿环境或向阳处，均能茁壮生长，但在阴湿、肥沃的土壤中生长最佳。它对二氧...,2017-12-19,啦噶啦哈,1个回答,1
什么植物能爬墙？,http://zhidao.baidu.com/question/758033137386337844.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎、五叶地锦、凌霄、扶芳藤、常春藤、薜荔、常春油麻藤等等。 1、 又称捆石龙、枫藤、小虫儿卧草、红丝草、红葛、趴山虎、红葡萄藤、巴山虎,...,2018-03-19,狗子小童鞋,1个回答,
关于爬山虎脚的资料,http://zhidao.baidu.com/question/319659479.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：多年生大型落叶木质藤本植物，其形态与野葡萄相似。藤茎可长达18公尺(约60尺)。夏季开花，花小，成簇不显，黄绿色或浆果紫黑色，与叶对生。花多为两性，雌雄同株，聚伞花序常着生于两叶间的短枝上，长4～8cm，较叶柄短；花5数；萼全缘；花瓣顶端...,2017-11-24,491499367,8个回答,86
爬山虎种植几年收获,http://zhidao.baidu.com/question/1831669892468357860.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎适应性强，性喜阴湿环境，但不怕强光，耐寒，耐旱，耐贫瘠，气候适应性广泛，在暖温带以南冬季也可以保持半常绿或常绿状态。耐修剪，怕积水，对土壤要求不严，阴湿环境或向阳处，均能茁壮生长，但在阴湿、肥沃的土壤中生长最佳。它对二氧...,2017-11-27,,1个回答,5
种植爬山虎对墙体有危害吗？,http://zhidao.baidu.com/question/630293970116839044.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：对墙体无害，但对屋面损伤很大，它的根会破坏防水层，造成漏雨。 爬山虎可采用播种法、扦插法及压条法繁殖。 播种法：采收后的种子搓去果皮果肉，洗净晒干后可放在湿沙中低温贮藏—冬，保温、保湿有利于催芽，次年早春3月上中旬即可露地播种，薄...,2018-01-10,儒雅的小月月19,1个回答,1
爬山虎的特征是什么？,http://zhidao.baidu.com/question/180679020.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎，也称“巴山虎”“地锦”“常青藤”，葡萄科植物。夏季开花，花小，黄绿色，浆果紫黑色。常攀缘在墙壁或岩石上，广见于我国各地。 爬山虎生性随和，适应性强，喜阴、耐干旱，在一般土壤中都能生长。爬山虎占地少、生长快，绿化覆盖面积大。一根...,2017-11-23,海鹰91011,2个回答,13
有关爬山虎的资料,http://zhidao.baidu.com/question/183079563.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：百度知道 > 教育/科学 > 职业教育 > 司法考试添加到搜藏已解决 爬山虎的资料 悬赏分：0 - 解决时间：2009-9-26 10:19 回答难一些 提问者： 942309200 - 一级最佳答案【英文名】Shinygreen Creeper 【学名】Parthenocissus tricuspidata (S. Et Z...,2017-11-23,aaabbop,9个回答,36
爬山虎的根、茎、叶介绍,http://zhidao.baidu.com/question/17390008.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：摘录的，引自： http://baike.baidu.com/view/6972.htm 爬山虎 文字爬山虎 Caulis Parthenocissi Tricuspidatae (英)Japanese Creeper Stem 别名 爬墙虎、飞天蜈蚣、假葡萄糖、捆石龙、枫藤。 来源 为葡萄科植物爬山虎Parthenocissus tricuspida...,2017-09-10,五蕴六尘,1个回答,57
怎样移植爬山虎?,http://zhidao.baidu.com/question/52673973.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：今天摘了一条爬山虎,是要先把它浸在水里还是插到土里?,2016-07-08,好静不好动,1个回答,20
爬山虎 特点,http://zhidao.baidu.com/question/69065116.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：爬山虎有什么特点？,2016-12-01,尔的固执,5个回答,701
爬山虎的种子是什么？,http://zhidao.baidu.com/question/11353614.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：繁殖：爬山虎可采用播种法、扦插法及压条法繁殖。 播种法：采收后的种子搓去果皮果肉，洗净晒干后可放在湿沙中低温贮藏—冬，保温、保湿有利于催芽，次年早春3月上中旬即可露地播种，薄膜覆盖，5月上旬即可出苗，培养1～2年即可出圃。 扦插法：早...,2017-10-15,yaoy79,4个回答,85
有关于爬山虎的资料,http://zhidao.baidu.com/question/184382405.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：编辑本段植物形态 爬山虎 多年生大型落叶木质藤本植物，其形态与野葡萄相似。藤茎可长达18公尺(约60尺)。夏季开花，花小，成簇不显，黄绿色或浆果紫黑色，与叶对生。花多为两性，雌雄同株，聚伞花序常着生于两叶间的短枝上，长4～8cm，较叶柄短...,2017-11-23,no1948,9个回答,37
爬墙虎能盆栽么？,http://zhidao.baidu.com/question/1882422836122022588.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：【繁殖与栽培】爬山虎可种植在阴面和阳面，寒冷地区多种植在向阳地带。幼苗生长一年后即可粗放管理，在北方冬季能忍耐—20℃的低温，不需要防寒保护。 移植或定植在落叶期进行，定植前施入有机肥料作为基肥，并剪去过长茎蔓，浇足水，容易成活。 ...,2016-09-30,菊花台黄金甲,2个回答,1
屋顶怎样栽种植物爬山虎,http://zhidao.baidu.com/question/585872833.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：我想在3楼顶种植爬山虎遮阴，种植什么品种最好，要覆盖50多个平方，需要...,2017-08-18,孩子的紫鸢花,3个回答,1
爬山虎属什么植物,http://zhidao.baidu.com/question/66346040.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎 多年生大型落叶木质藤本植物，其形态与野葡萄相似。藤茎可长达18公尺(约60尺)。夏季开花，花小，成簇不显，黄绿色或浆果紫黑色，与叶对生。花多为两性，雌雄同株，聚伞花序常着生于两叶间的短枝上，长4～8cm，较叶柄短；花5数；萼全缘；...,2016-04-18,阿K系列KLz04箴,4个回答,
爬山虎生性随和中的随和什么意思,http://zhidao.baidu.com/question/1886722378835078828.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎是大型落叶木质藤本植物，其形态与野葡萄藤相似。藤茎可长达18公尺(约60尺)。夏季开花，花小，成簇不显，黄绿色或浆果紫黑色，与叶对生。花多为两性，雌雄同株，聚伞花序常着生于两叶间的短枝上，长4~8cm，较叶柄短;花5数;萼全缘;花瓣顶端...,2017-03-23,cn#aBakaQQkka,3个回答,1
爬山虎的生长顺序,http://zhidao.baidu.com/question/54588120.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：由下至上，由里至外，先长须后长叶，我对家里的那株观察是这样的,2017-11-25,雪地冰寒,2个回答,79
爬山虎的脚不大引人注意。改为设问句。,http://zhidao.baidu.com/question/186908468.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎的脚引人注意吗？不，不大引人注意！,2010-09-28,,3个回答,105
爬山虎中漾起波纹中的漾是什么意思?,http://zhidao.baidu.com/question/587329603605653485.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：爬山虎中漾起波纹中的漾是什么意思?,2016-10-03,我是龙的传人76,1个回答,8
在我眼前,那片爬山虎总是那么绿着。改为反问句,http://zhidao.baidu.com/question/988424189878773779.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：在我眼前,那片爬山虎总是那么绿着。改为反问句,2017-12-09,百度知道客户端,2个回答,45
那片绿绿的爬山虎中，人品，中，叶老对人什么？,http://zhidao.baidu.com/question/1446896538052803100.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：五了八七世女十人人心小,2018-12-01,闲散9,2个回答,1
二、按要求改写句子。 小树长成了大树。(扩句） 学...,http://zhidao.baidu.com/question/559981482140739444.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：【参考答案】 按要求改写句子。 1、小树长成了大树。(扩句） 校园里的小树已经长成了参天的大树。 2、学校操场的北墙上爬满了爬山虎。(缩句) 缩句为：墙上爬满了爬山虎。 【注】“学校操场的”“北”作定语，删掉。 愿对你有所帮助！,2017-11-26,不随意123456,1个回答,57
爬山虎那灰色的脚巴得什么得什么,http://zhidao.baidu.com/question/1051963104783944139.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：爬山虎那灰色的脚巴得什么得什么,2018-09-19,娜娜198104,2个回答,20
描写爬山虎的诗句,http://zhidao.baidu.com/question/1864135206895198947.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎古称地锦 唐寅《落花诗》 桃花净尽杏花空，开落年年约略同； 自是节临三月暮，何须人恨五更风？ 扑檐直破帘衣碧，上砌如欺【地锦】红； 拾向砑罗方帕里，鸳鸯一对正当中。 《夜梦与罗子和论药名诗》 朱翌 钻破故纸我拙计，该贯众史子得意...,2016-11-12,雪琳恋庚,1个回答,4
爬山虎的脚这篇课文分段并写出每层的意思,http://zhidao.baidu.com/question/267523381414550165.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：第一段（1）写爬山虎生长的地方. 第二段（2）写了爬山虎的叶子. 第三段（3-5）写了爬山虎脚的特点.,2017-01-17,yiyo粉多,1个回答,180
除了爬山虎什么植物有脚,http://zhidao.baidu.com/question/1368914032307250779.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：凌霄，常春藤，落叶的有炮仗花,禾雀花,茑萝,2017-11-26,倾听雨的无奈,2个回答,87
有人在室内养爬山虎么,http://zhidao.baidu.com/question/1865271935154045227.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：如果家里有院墙的话，可以 如果是想养在屋子里面的墙的话，最后不要 也没听说有人养家里面，都是趴在外墙的 爬山虎的根会沿着墙缝钻的哦,2017-02-05,hanyeyu2009,1个回答,3
爬山虎的寓意和精神,http://zhidao.baidu.com/question/544558912.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：锲而不舍,奋发向上.,2013-04-25,珩珩ok,1个回答,16
一（）爬山虎,http://zhidao.baidu.com/question/2272910805194416668.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：一(片)爬山虎 一(棵)爬山虎 一(墙)爬山虎,2018-12-06,人品赢天下,2个回答,2
爬山虎种子多久可以发芽，多久可以生长出效果,http://zhidao.baidu.com/question/1950600455698485788.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：播种种植需要比较长的时间，恐怕要一年以后才有明显的效果。扦插比较快 爬山虎可采用播种法、扦插法及压条法繁殖。 播种法：采收后的种子搓去果皮果肉，洗净晒干后可放在湿沙中低温贮藏一冬，保温、保湿有利于催芽，次年早春3月上中旬即可露地播...,2016-12-11,bailanhuayan,1个回答,3
学校操场北边墙上满是爬山虎，缩句,http://zhidao.baidu.com/question/1950174792955896068.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：原句：学校操场北边墙上满是爬山虎。 缩句： 墙上满是爬山虎。,2016-09-22,吾乃至尊杀机,3个回答,54
爬山虎的脚没触着墙。脚不几天就萎了。,http://zhidao.baidu.com/question/303388614441539284.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：用关联词连成一句话,2017-11-25,MARK34,1个回答,30
种植爬山虎间距多少合适,http://zhidao.baidu.com/question/524550181370886325.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎种植间距5米左右。,2017-05-21,crystal9285,2个回答,
爬山虎的脚第三、四、五句写出了爬山虎的脚的( )。...,http://zhidao.baidu.com/question/2052428817828160187.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：脚的特点,2014-09-22,作业帮,2个回答,26
爬山虎的脚巴在墙上相当牢固改为感叹句,http://zhidao.baidu.com/question/921478582816164419.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎的脚巴在墙上真牢固啊！,2016-01-16,百度知道客户端,2个回答,34
一墙绿葱葱的爬山虎扑入我的眼帘怎么缩句,http://zhidao.baidu.com/question/2012222015959482788.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：一墙绿葱葱的爬山虎扑入我的眼帘怎么缩句,2015-12-17,toffer158,2个回答,62
四年级爬山虎的脚全部组词,http://zhidao.baidu.com/question/692320486189922124.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：课文的新词语有： 引人注意、均匀、重叠、孔隙、 叶柄、触角、痕迹、逐渐、休想,2017-11-22,百度知道客户端,1个回答,10
爬山虎的嫩叶不大引人注意改成疑问句,http://zhidao.baidu.com/question/754960406837316044.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：爬山虎的嫩叶不大引人注意改成疑问句,2016-01-25,武府小道,1个回答,49
为什么把爬山虎的脚比作蛟龙的爪子,http://zhidao.baidu.com/question/490893308620869812.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：因为爬山虎的脚和蛟龙的爪子有相似的地方。,2017-11-25,百度知道客户端,2个回答,33
